http://dbpedia.org/resource/Category:American_Basketball_Association_players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Tourism_in_Germany,http://dbpedia.org/resource/Category:Economy_of_Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Plants,http://dbpedia.org/resource/Category:Eukaryotes, http://dbpedia.org/resource/Category:Horticulture_and_gardening, http://dbpedia.org/resource/Category:Botany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Trade,http://dbpedia.org/resource/Category:Commerce, http://dbpedia.org/resource/Category:Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:United_States_Virgin_Islands_society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Linux_distributions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Roman_Catholic_Church_in_England,http://dbpedia.org/resource/Category:Roman_Catholic_Church_in_England_and_Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Towns_in_Kent,http://dbpedia.org/resource/Category:Towns_in_England_by_county, http://dbpedia.org/resource/Category:Geography_of_Kent, http://dbpedia.org/resource/Category:Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:African-American_educators,http://dbpedia.org/resource/Category:African-American_people_by_occupation, http://dbpedia.org/resource/Category:American_educators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Films_by_war,http://dbpedia.org/resource/Category:Political_films, http://dbpedia.org/resource/Category:Historical_films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Kremlins,http://dbpedia.org/resource/Category:Forts_in_Russia, http://dbpedia.org/resource/Category:Castles_in_Russia, http://dbpedia.org/resource/Category:Fortification_by_type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:American_Christians,http://dbpedia.org/resource/Category:North_American_Christians, http://dbpedia.org/resource/Category:American_people_by_religion, http://dbpedia.org/resource/Category:Christianity_in_the_United_States, http://dbpedia.org/resource/Category:Christians_by_nationality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Visitor_attractions_in_Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Lowell_Lock_Monsters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Journalism,http://dbpedia.org/resource/Category:News_media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Sport_in_Assam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Rodham_family,http://dbpedia.org/resource/Category:American_families_of_English_ancestry, http://dbpedia.org/resource/Category:American_families_of_Welsh_ancestry, http://dbpedia.org/resource/Category:Political_families_of_the_United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Islands_by_ocean_or_sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Armenia,http://dbpedia.org/resource/Category:Wikipedia_categories_named_after_countries, http://dbpedia.org/resource/Category:Kurdish-speaking_countries_and_territories, http://dbpedia.org/resource/Category:Countries_in_Asia, http://dbpedia.org/resource/Category:Western_Asian_countries, http://dbpedia.org/resource/Category:Republics, http://dbpedia.org/resource/Category:Landlocked_countries, http://dbpedia.org/resource/Category:Countries_in_Europe, http://dbpedia.org/resource/Category:Caucasus, http://dbpedia.org/resource/Category:Bicontinental_countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Years_in_the_future,http://dbpedia.org/resource/Category:Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:London_Borough_of_Bexley,http://dbpedia.org/resource/Category:Wikipedia_categories_named_after_districts_of_London, http://dbpedia.org/resource/Category:London_boroughs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Languages_of_Hong_Kong,http://dbpedia.org/resource/Category:Hong_Kong_society, http://dbpedia.org/resource/Category:Hong_Kong_culture, http://dbpedia.org/resource/Category:Languages_of_China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Phyllanthaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Recipients_of_Polish_civil_awards_and_decorations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Doping_cases_in_sport,http://dbpedia.org/resource/Category:Sportspeople,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Eastern_Orthodox_clergy,http://dbpedia.org/resource/Category:Eastern_Orthodox_Christians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Information,http://dbpedia.org/resource/Category:Concepts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Criticisms,http://dbpedia.org/resource/Category:Evaluation, http://dbpedia.org/resource/Category:Criticism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Hebrew_Bible_people,http://dbpedia.org/resource/Category:Old_Testament_people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Media_occupations,http://dbpedia.org/resource/Category:Occupations_by_type, http://dbpedia.org/resource/Category:Mass_media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Conglomerate_companies_of_India,http://dbpedia.org/resource/Category:Companies_of_India, http://dbpedia.org/resource/Category:Conglomerate_companies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Military_sociology,http://dbpedia.org/resource/Category:Military_science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Sports_media_in_the_United_Kingdom,http://dbpedia.org/resource/Category:Sports_media_by_country, http://dbpedia.org/resource/Category:Sport_in_the_United_Kingdom, http://dbpedia.org/resource/Category:British_media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Alumni_by_university_or_college_in_California,http://dbpedia.org/resource/Category:Universities_and_colleges_in_California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Physiognomy,http://dbpedia.org/resource/Category:Facial_features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Atlantic_Coast_Conference_schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Music_venues,http://dbpedia.org/resource/Category:Entertainment_venues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Musical_groups_by_city_in_the_United_States,http://dbpedia.org/resource/Category:Organizations_based_in_the_United_States_by_city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:West_Germanic_peoples,http://dbpedia.org/resource/Category:Germanic_peoples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:G15_nations,http://dbpedia.org/resource/Category:Non-Aligned_Movement, http://dbpedia.org/resource/Category:Multiregional_international_organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Geography_of_West_Yorkshire,http://dbpedia.org/resource/Category:West_Yorkshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Countries_by_continent,http://dbpedia.org/resource/Category:Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Linguistic_controversies,http://dbpedia.org/resource/Category:Linguistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:University_of_Chicago_faculty,http://dbpedia.org/resource/Category:Faculty_by_university_or_college_in_Illinois, http://dbpedia.org/resource/Category:University_of_Chicago_people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://dbpedia.org/resource/Category:Buildings_and_structures_in_Charleston,_South_Carolina",http://dbpedia.org/resource/Category:Buildings_and_structures_in_the_United_States_by_settlement, http://dbpedia.org/resource/Category:Buildings_and_structures_in_Charleston_County,_South_Carolina, http://dbpedia.org/resource/Category:Buildings_and_structures_in_South_Carolina_by_city, http://dbpedia.org/resource/Category:Charleston,_South_Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:New_Zealand_sports_officials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Communications_in_India,http://dbpedia.org/resource/Category:Communications_by_country, http://dbpedia.org/resource/Category:Economy_of_India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Aspects_of_music,http://dbpedia.org/resource/Category:Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Atlantic_Ocean,http://dbpedia.org/resource/Category:Wikipedia_categories_named_after_bodies_of_water, http://dbpedia.org/resource/Category:Oceans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:American_people_of_East_Asian_descent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:People_of_Scottish_descent,http://dbpedia.org/resource/Category:People_by_ethnic_or_national_descent, http://dbpedia.org/resource/Category:Scottish_diaspora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://dbpedia.org/resource/Category:Images_of_North_Terrace,_Adelaide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Internet_search,http://dbpedia.org/resource/Category:Web_services, http://dbpedia.org/resource/Category:World_Wide_Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Former_monarchies_of_Asia,http://dbpedia.org/resource/Category:Former_countries_in_Asia, http://dbpedia.org/resource/Category:Former_monarchies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:Bodies_of_water_of_the_Democratic_Republic_of_the_Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Category:History_of_the_Netherlands,http://dbpedia.org/resource/Category:History_of_Europe_by_country, http://dbpedia.org/resource/Category:History_by_country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
